ability_1,ability_2,win_rate
Frogstomp,Paralyzing Cask,51.74
Medusa,Arc Lightning,68.34
Queen of Pain,Glaives of Wisdom,55.98
Storm Hammer,Primal Roar,63.32
Gyrocopter,Mana Break,53.28
Hoodwink,Arctic Burn,64.86
Vengeful Spirit,Incapacitating Bite,47.49
Dazzle,Dream Coil,50.19
Troll Warlord,Wyrm's Wrath,49.42
Nyx Assassin,Shukuchi,59.07
Pugna,Fissure,57.14
Centaur Warrunner,Arena Of Blood,54.44
Silencer,Poison Attack,48.26
Storm Hammer,Freezing Field,56.37
Battle Hunger,Maledict,54.44
Tricks of the Trade,Time Lock,47.49
Pudge,Rupture,42.08
Grimstroke,Shockwave,51.74
Viper,Dream Coil,48.65
Skywrath Mage,Meat Hook,52.12
Bristleback,Kraken Shell,36.29
Shadow Step,Coup de Grace,40.93
Nightmare,Requiem of Souls,55.6
Sniper,Warcry,62.16
Huskar,Proximity Mines,47.49
Centaur Warrunner,Lunar Orbit,56.37
Silencer,Heavenly Jump,51.35
Skywrath Mage,Ice Path,58.69
Death Pulse,Pulse Nova,49.81
Strafe,Feast of Souls,55.21
Naga Siren,Great Cleave,50.97
Sven,Blade Fury,51.35
Jakiro,Psi Blades,47.49
Shadowraze,Magic Missile,49.03
Void Spirit,Starstorm,55.21
Techies,Wrath of Nature,50.97
Slardar,Rot,55.6
Pugna,Arc Lightning,50.39
Corrosive Weaponry,Dream Coil,48.84
Heartstopper Aura,Pulse Nova,51.94
Shadow Demon,Assassinate,48.06
Primal Beast,Reincarnation,54.26
Medusa,Gravekeeper's Cloak,53.49
Troll Warlord,Burning Spear,43.8
Luna,Blade Dance,55.43
Avalanche,Chaotic Offering,62.02
Mars,Time Walk,54.26
Hammer of Purity,Blink Strike,51.94
Undying,The Swarm,52.71
Tusk,Exorcism,58.91
Marksmanship,Blade Dance,46.9
Clockwerk,Thirst,55.04
Centaur Warrunner,Ion Shell,51.94
Ghoul Frenzy,Corrosive Haze,52.33
Lich,Powershot,50.39
Entangle,Dream Coil,39.15
Lich,Earth Spike,53.1
Storm Hammer,Paralyzing Cask,50.78
Fiery Soul,Burning Spear,50.78
Kunkka,Tree Grab,54.26
Techies,Blast Off!,49.61
Rubick,Viper Strike,49.22
Invoker,Magic Missile,45.35
Invoker,Fiery Soul,41.47
Bounty Hunter,Tree Grab,49.22
Bushwhack,Acorn Shot,52.33
Snapfire,Mana Break,47.67
Shadow Demon,Elder Dragon Form,44.57
Ogre Magi,Double Edge,52.33
Tree Grab,Phantom Strike,56.2
Troll Warlord,Incapacitating Bite,53.1
Sacred Arrow,Cloak and Dagger,51.16
Rearm,Concussive Shot,45.74
Outworld Devourer,Magic Missile,56.98
Lifestealer,Inner Beast,44.57
Shadow Demon,Fury Swipes,60.47
Clinkz,Saltwater Shiv,41.47
Void Spirit,Burrowstrike,56.59
Windranger,Moon Glaives,56.2
Viper,Poison Sting,46.9
Juxtapose,Reality Rift,52.71
Treant Protector,Reality Rift,49.61
Battery Assault,Charge of Darkness,62.4
The Swarm,Tombstone,54.26
Frogstomp,Split Earth,45.35
Mass Serpent Ward,Storm Hammer,46.51
Chaos Knight,Mirror Image,48.45
Tinker,Earth Spike,55.43
Zeus,Gush,48.06
Visage,Sacred Arrow,46.51
Bodyguard,Empower,67.32
Earth Spike,Avalanche,62.65
Earth Spirit,Rupture,48.64
Dismember,Battery Assault,56.03
Juggernaut,Nightmare,45.53
Venomancer,Battle Hunger,47.86
Winter Wyvern,Rearm,48.25
Pulverize,Waveform,49.42
Vengeful Spirit,Nightmare,37.74
Gyrocopter,Phase Shift,61.87
Wave of Terror,Coup de Grace,39.3
Lone Druid,Focus Fire Facet,40.86
Crystal Maiden,Time Lock,52.14
Rot,Nature's Attendants,58.37
Pudge,Decay,55.64
Alchemist,Tidebringer,52.53
Brain Sap,Assassinate,45.53
Zeus,Mind Flare,49.42
Windranger,Searing Arrows,51.75
Invoker,Meld,36.96
Meat Hook,Ravage,50.58
Muerta,Mirror Image,56.81
Crystal Maiden,Frost Arrows,42.02
Slark,Insatiable Hunger,46.69
Dragon Knight,Untouchable,54.09
Shadow Demon,Light Strike Array,54.47
Mars,Counter Helix,52.14
Legion Commander,Counter Helix,58.37
Corrosive Weaponry,Omnislash,45.91
Finger of Death,Arcane Aura,50.97
Pugna,Gush,49.03
Troll Warlord,Meld,49.81
Mirana,Hammer of Purity,45.14
Pugna,Light Strike Array,60.7
Brewmaster,Exorcism,51.56
Magic Missile,Lucent Beam,46.09
Shadow Step,Spirit Lance,39.45
Hammer of Purity,Corrosive Haze,52.73
Pugna,Laguna Blade,53.12
Leshrac,Wheel of Wonder,55.08
Drow Ranger,Penitence,53.91
Slark,Earthshock,49.22
Tidehunter,Slithereen Crush,57.42
Spectre,Ghoul Frenzy,42.58
Beastmaster,Cloak and Dagger,53.52
Tusk,Empower,62.89
Finger of Death,Illusory Orb,48.05
Terrorblade,Shapeshift,58.2
Morphling,Crypt Swarm,50.78
Keeper of the Light,Arc Lightning,50.78
Earthshaker,Stinger,53.52
Mirana,Chaos Strike,53.12
Dazzle,Moon Glaives,50.0
Queen of Pain,Meld,44.92
Earthshaker,Death Pulse,58.98
Leshrac,Electric Vortex,56.64
Brewmaster,Heartstopper Aura,56.25
Batrider,Dual Breath,53.91
Ogre Magi,Enrage,61.72
Muerta,Flak Cannon,58.2
Centaur Warrunner,Scorched Earth,53.52
Outworld Devourer,Crypt Swarm,58.2
Viper,Split Shot,43.75
Vengeful Spirit,Hammer of Purity,46.88
Muerta,Impetus,55.47
Omniknight,Burrowstrike,55.86
Eye of the Storm,Shukuchi,60.55
Silencer,Laguna Blade,42.19
Sniper,Nightmare,54.69
Keeper of the Light,Light Strike Array,49.61
Dark Willow,Wrath of Nature,52.73
Lifestealer,Bodyguard,52.73
Oracle,Mystic Flare,51.56
Sniper,Shackleshot,53.52
Bloodseeker,Uproar,55.47
Centaur Warrunner,Shadow Dance,57.42
Windranger,Bloodrage,50.59
Sniper,Time Lapse,60.78
Exorcism,Vengeance Aura,56.47
Rubick,Ghostship,52.55
Gyrocopter,Reactive Tazer,56.86
Keeper of the Light,Mass Serpent Ward,47.45
Warlock,Shackles,56.08
Hoodwink,Impetus,52.55
Finger of Death,Wraithfire Blast,43.53
Jakiro,God's Strength,44.71
Phantom Assassin,Grow,39.22
Huskar,Plasma Field,49.41
Nature's Prophet,Headshot,43.92
Huskar,Shadowraze,42.75
Visage,Lucent Beam,44.31
Static Link,Hunter in the Night,54.12
Dazzle,Assassinate,46.27
Muerta,Reactive Tazer,52.55
Kraken Shell,Berserker's Blood,50.2
Skywrath Mage,Fissure,53.33
Frogstomp,Chain Frost,56.47
Queen of Pain,Psi Blades,49.02
Echo Slam,Death Pulse,53.73
Chen,Meld,48.24
Nyx Assassin,Avalanche,56.47
Earthshaker,Pulverize,53.73
Mana Break,Dream Coil,48.24
Fissure,Lightning Bolt,50.59
Immaterial,Grow,48.63
Fiend's Grip,Light Strike Array,59.61
Gyrocopter,Feast of Souls,47.06
Time Walk,Dragon Tail,54.51
Nature's Prophet,Repel,53.33
Largo,Avalanche,60.39
Lifestealer,Heartstopper Aura,65.49
Juggernaut,Repel,48.63
Haunt,Mirror Image,58.04
Brewmaster,Counter Helix,56.08
Sven,Phantom Strike,61.18
Bristleback,Retaliate,40.78
Necrophos,Crystal Nova,45.1
Clockwerk,Rocket Barrage,59.22
Monkey King,Leap,61.57
Ancient Apparition,Dream Coil,47.84
Keeper of the Light,Assassinate,48.24
Invoker,Ghost Walk (AD),40.78
Mirana,Jinada,49.8
Refraction,Elder Dragon Form,51.76
Rubick,Cloak and Dagger,50.98
Invoker,Mana Break,42.52
Bash of the Deep,Shackleshot,56.69
Terrorblade,Inner Beast,62.2
Tusk,Heartstopper Aura,61.81
Fissure,Death Ward,54.33
Thunder Strike,Chakra Magic,52.76
Troll Warlord,Insatiable Hunger,46.06
Thundergod's Wrath,Fatal Bonds,48.82
Muerta,Astral Spirit,52.76
Uproar,Enrage,60.24
Storm Hammer,Magic Missile,52.36
Berserker's Call,Freezing Field,53.94
Undying,Vengeance Aura,54.72
Storm Spirit,Frostbite,57.48
Mars,Life Break,51.18
Zeus,Light Strike Array,55.12
Rubick,Death Ward,46.06
Huskar,Quill Spray,50.0
Lifestealer,Thirst,57.87
Enfeeble,Fiery Soul,46.46
Reactive Tazer,Focus Fire Facet,47.64
Heartstopper Aura,Untouchable,53.15
Lich,Gush,50.79
Brewmaster,Blink Strike,51.57
Thirst,Haunt,56.69
Lina,Ether Shock,48.43
Viper,Moon Glaives,48.82
Timbersaw,Blink,48.82
Magnus,Toss,45.28
Magic Missile,Powershot,44.88
Enigma,Sacred Arrow,52.36
Phoenix,Dispersion,57.87
Dawnbreaker,Berserker's Blood,48.82
Ghostship,Avalanche,62.6
Troll Warlord,Strafe,38.19
Visage,Reaper's Scythe,47.24
Drow Ranger,Unknown Ability #1519,51.57
Earth Spirit,Counter Helix,53.54
Lone Druid,Infernal Blade,56.69
Luna,Bloodrage,53.36
Dawnbreaker,Corrosive Skin,53.75
Pudge,Onslaught,46.64
Visage,Mind Flare,45.85
Largo,Pulverize,52.96
Viper,Doppelganger,48.62
Coup de Grace,Meld,47.83
Static Link,Time Lock,46.25
Avalanche,Black Hole,55.73
Pugna,Glaives of Wisdom,60.47
Enigma,Frostbite,46.64
Battery Assault,Diabolic Edict,50.2
Fiend's Grip,Malefice,49.01
Weaver,Marksmanship,35.57
Blink,Chain Frost,52.57
Thirst,Freezing Field,59.29
Slark,Shadow Walk,56.13
Invoker,Elder Dragon Form,40.71
Dark Willow,Dark Ascension,51.38
Nature's Prophet,Penitence,48.22
Shadow Fiend,Entangle,48.22
Legion Commander,Berserker's Blood,54.15
Cloak and Dagger,Void,49.8
Frostbite,Ancient Seal,54.94
Shadow Fiend,Coup de Grace,60.47
Disruptor,Earth Spike,53.75
Bodyguard,Juxtapose,52.96
Ogre Magi,Rot,58.1
Waveform,Slithereen Crush,54.55
Chain Frost,Maledict,57.31
Techies,Spectral Dagger,55.34
Troll Warlord,Blade Dance,41.9
Abaddon,Rot,47.83
Visage,Gush,51.38
Lion,Lightning Bolt,50.2
Immaterial,Exorcism,56.52
Noxious Plague,Fatal Bonds,52.57
Bloodrage,Great Cleave,47.04
Lich,Cloak and Dagger,56.52
Jakiro,Unknown Ability #1519,48.62
Ember Spirit,Drunken Brawler,50.99
Rubick,Wild Axes,56.52
Rubick,Lightning Bolt,50.99
Viper,Inner Beast,50.0
Skywrath Mage,Brain Sap,48.81
Timbersaw,Berserker's Call,47.22
Lycan,Great Cleave,53.17
Lich,Meat Hook,52.78
Medusa,Reactive Tazer,53.97
Uproar,Electric Vortex,49.6
Electric Vortex,Pulse Nova,48.02
Io,Nature's Attendants,60.71
Nature's Prophet,Moon Glaives,51.59
Grow,Tricks of the Trade,43.65
Ringmaster,Avalanche,50.4
Mirana,Nightmare,42.06
Omnislash,Penitence,39.68
Ancient Apparition,Macropyre,46.43
Aftershock,Pulse Nova,52.78
Shuriken Toss,Stifling Dagger,50.79
Razor,Strafe,51.59
Arena Of Blood,Tidebringer,47.62
Corrosive Weaponry,Static Link,44.05
Tusk,Uproar,57.54
Immaterial,God's Strength,47.62
Gush,Windrun,60.71
Berserker's Call,Epicenter,50.4
Shadow Demon,Frost Arrows,43.25
Shadow Fiend,Bloodlust,60.32
Enigma,Vengeance Aura,58.73
Frostbite,Powershot,42.86
Blink,Diabolic Edict,53.57
Ogre Magi,Nature's Attendants,55.16
Pudge,Pulverize,48.81
Slithereen Crush,Charge of Darkness,52.78
Mars,Retaliate,45.63
Slardar,Dispersion,53.97
Jakiro,Untouchable,52.38
Nature's Prophet,Dark Ascension,55.16
Invoker,Wukong's Command,46.43
Magnus,Electric Vortex,49.6
Techies,Death Pact,49.6
Viper,Mortal Strike,48.41
Invoker,Wall of Replica,47.22
Doom,Blade Fury,53.97
Sven,Mortal Strike,48.02
Medusa,Reincarnation,59.13
Tusk,Charge of Darkness,58.96
Tidehunter,Tree Grab,56.18
Tinker,Fiend's Grip,52.99
Invoker,Chaos Meteor (AD),33.86
Dragon Knight,Frost Shield,53.39
Avalanche,Paralyzing Cask,60.16
Centaur Warrunner,Spiked Carapace,56.57
Vengeful Spirit,Bloodrage,46.61
Largo,Gush,57.77
Reality Rift,Walrus PUNCH!,49.0
Powershot,Chain Frost,49.4
Nature's Prophet,Ball Lightning,51.39
Reincarnation,Heartstopper Aura,59.36
Presence of the Dark Lord,Moon Glaives,60.16
Jakiro,Fervor,55.38
Techies,Overpower,56.97
Invoker,Arcane Orb,40.24
Storm Spirit,Assassinate,44.62
Phoenix,Tombstone,55.38
Tidebringer,Reality Rift,49.0
Lion,Frogstomp,54.58
Phantom Rush,Blade Dance,37.45
Keeper of the Light,Stifling Dagger,47.81
Pulverize,Storm Hammer,55.78
Troll Warlord,Ghoul Frenzy,47.01
Batrider,Poison Touch,52.59
Avalanche,Cloak and Dagger,66.53
Death Prophet,Laguna Blade,52.19
Windranger,Impetus,47.81
Morphling,Wild Axes,55.78
Juggernaut,Blink Strike,50.6
Lich,Shackles,51.79
Terrorblade,Psi Blades,58.57
Queen of Pain,Heavenly Jump,50.2
Lich,Wraithfire Blast,48.21
Muerta,Dream Coil,53.39
Dragon Knight,Battery Assault,56.57
Lone Druid,Geminate Attack,47.81
Brain Sap,Chakra Magic,56.18
Vengeful Spirit,Meld,45.42
Feast of Souls,Bash of the Deep,51.39
Lina,Poison Touch,44.62
Sniper,Poison Sting,65.74
Tidehunter,Battery Assault,56.18
Oracle,Split Earth,46.61
Hex,Focus Fire Facet,45.42
Fissure,Finger of Death,51.0
Overload,Viscous Nasal Goo,43.6
Monkey King,Fury Swipes,57.2
Gyrocopter,Ghoul Frenzy,54.8
Keeper of the Light,Laguna Blade,39.2
Rubick,Crystal Nova,48.4
Lion,Meat Hook,50.0
Nyx Assassin,Burrowstrike,54.4
Wave of Terror,Elder Dragon Form,49.6
Muerta,Hex,48.0
Earth Spirit,Hoof Stomp,53.6
Decay,Double Edge,49.6
Noxious Plague,Dragon Slave,51.6
Shadow Step,Doppelganger,44.4
Beastmaster,Tree Grab,45.2
Pangolier,Lucky Shot,49.6
Lina,Tame the Beasts,50.8
Earth Spike,Chaotic Offering,61.2
Poison Attack,Incapacitating Bite,59.6
Magnus,Berserker's Call,51.2
Necrophos,Black Hole,42.8
Vengeful Spirit,Refraction,52.0
Mirror Image,Conjure Image,52.8
Pugna,Reaper's Scythe,54.8
Exorcism,Shadow Strike,47.6
Ancient Apparition,Dark Ascension,50.0
Jakiro,Fiery Soul,52.8
Nature's Prophet,Geminate Attack,44.8
Viper,Heavenly Jump,55.6
Outworld Devourer,Sacred Arrow,56.8
Heartstopper Aura,Dispersion,60.0
Venomancer,Juxtapose,43.6
Reincarnation,Vengeance Aura,60.4
Tidehunter,Dismember,54.0
Mirana,Searing Arrows,48.0
Skywrath Mage,Soul Assumption,52.8
Corrosive Haze,Meld,47.2
Centaur Warrunner,Blade Fury,53.6
Earth Spirit,Blink,52.0
Immaterial,Reincarnation,55.2
Grimstroke,Ice Path,48.8
Arc Warden,Skeleton Walk,56.0
Drow Ranger,Dream Coil,58.0
Windranger,Poison Sting,58.8
Io,Life Drain,53.6
Meat Hook,Sprout,56.0
Zeus,Meat Hook,57.6
Necrophos,Brain Sap,46.4
Moon Glaives,Insatiable Hunger,54.8
Fiery Soul,Ion Shell,56.8
Blade Fury,Power Cogs,54.0
Terrorblade,Mortal Strike,56.4
Tidehunter,Immaterial,52.8
Hoof Stomp,Skewer,54.0
Axe,Blink,49.2
Dark Seer,Avalanche,61.2
Skywrath Mage,Wraithfire Blast,46.4
Largo,Frostbite,61.45
Light Strike Array,Meat Hook,57.43
Nature's Prophet,Ghoul Frenzy,59.44
Timbersaw,Shukuchi,57.43
Necrophos,Shadowraze,40.16
Static Link,Bash of the Deep,51.81
Troll Warlord,Chemical Rage,53.01
Disruptor,Disruption,55.82
Omnislash,Static Link,44.58
Witch Doctor,Brain Sap,51.41
Dragon Knight,Time Walk,58.63
Keeper of the Light,Crypt Swarm,39.76
God's Strength,Time Lock,42.97
Grimstroke,Avalanche,48.59
Ghoul Frenzy,Feast of Souls,48.19
Largo,Rocket Barrage,59.04
Keeper of the Light,Shuriken Toss,44.58
Powershot,Wild Axes,49.0
Blood Rite,Earth Spike,60.24
Skywrath Mage,Nether Blast,49.0
Earth Spirit,Heartstopper Aura,51.0
Immaterial,Elder Dragon Form,51.41
Shackleshot,Sprout,51.81
Saltwater Shiv,Frost Arrows,43.78
Disseminate,Dispersion,59.04
Shadow Shaman,Earth Spike,54.62
Bodyguard,Mortal Strike,55.02
Arc Warden,Guardian Sprint,48.59
Centaur Warrunner,Infest,49.0
Io,Voodoo Restoration,54.22
Queen of Pain,Juxtapose,51.41
Viper,Leap,53.41
Frogstomp,Storm Hammer,59.04
Shadow Step,Omnislash,37.75
Mirana,God's Strength,49.4
Hoodwink,Greater Bash,52.21
Astral Spirit,Earth Splitter,49.0
Dark Willow,Enrage,56.63
Coup de Grace,Swashbuckle,46.99
Chaos Knight,True Form,50.6
Moonlight Shadow,Frost Arrows,51.41
Gyrocopter,Tricks of the Trade,49.8
Rubick,Mind Flare,48.59
Thundergod's Wrath,Gush,50.2
Batrider,Noxious Plague,59.84
Mars,Kraken Shell,51.41
Corrosive Haze,Headshot,49.0
Rubick,Split Earth,44.58
Terrorblade,Grow,49.4
Juxtapose,Conjure Image,41.53
Disruptor,Storm Hammer,48.39
Arc Warden,Fervor,48.79
Leshrac,Ice Path,65.73
Muerta,Infernal Blade,53.23
Ancient Apparition,Inner Beast,47.58
Venomancer,Burning Spear,43.95
Skywrath Mage,Fade Bolt,47.58
Poison Sting,Incapacitating Bite,52.82
Keeper of the Light,Fiend's Grip,52.02
Morphling,Fury Swipes,60.08
Keeper of the Light,Brain Sap,47.98
Fiend's Grip,Fissure,54.84
Morphling,Powershot,49.19
Arc Warden,Nightmare,43.15
Spectral Blade,Enchant Totem,44.35
Gyrocopter,Grow,56.45
Tinker,Shadowraze,48.79
Outworld Devourer,Gush,58.47
Pugna,Storm Hammer,59.27
Enchant Totem,Great Cleave,47.98
Focus Fire Facet,Fury Swipes,50.0
Frost Arrows,Coup de Grace,46.37
Uproar,Kraken Shell,42.34
Medusa,Surge,60.89
Assassinate,Rocket Flare,43.15
Dark Seer,Burrowstrike,54.44
Huskar,Fissure,47.18
Lina,Poison Attack,55.24
Arc Lightning,Untouchable,49.6
Viper,Refraction,53.23
Phantom Assassin,Blade Dance,39.52
Timbersaw,Freezing Field,53.23
Omniknight,Anchor Smash,51.21
Reactive Tazer,Frost Arrows,50.81
Shadow Demon,Fiend's Grip,54.44
Windranger,Strafe,50.4
Huskar,Electric Vortex,47.18
Leshrac,Rearm,51.21
Clockwerk,Dismember,58.47
Doom,Charge of Darkness,56.85
Drow Ranger,Drunken Brawler,64.11
Lifestealer,Mortal Strike,47.58
Grimstroke,Wraithfire Blast,48.79
Rot,Spirits,52.82
Treant Protector,Sleight of Fist,45.56
Lifestealer,Uproar,51.61
Juggernaut,Tidebringer,50.81
Immaterial,Untouchable,47.18
Skywrath Mage,Cold Feet,48.79
Arc Warden,Blade Dance,48.99
Crypt Swarm,Assassinate,44.94
Gush,Rearm,44.13
Viper,Corrosive Haze,47.37
Muerta,Blade Dance,51.01
Infest,Ion Shell,44.13
Rearm,Nature's Call,35.22
Bodyguard,Grow,53.04
Troll Warlord,Saltwater Shiv,44.94
Light Strike Array,Chain Frost,52.63
Queen of Pain,Marksmanship,48.58
Blink,Nether Swap,52.63
Ember Spirit,Wall of Replica,52.63
Ogre Magi,Infest,46.56
Dragon Knight,Phantom Strike,61.94
Ringmaster,Gush,50.61
Mana Drain,Ball Lightning,51.01
Monkey King,Lunar Orbit,57.09
Huskar,Mind Flare,46.15
Medusa,Psi Blades,64.78
Black Hole,Nether Blast,48.18
Sven,Anchor Smash,48.18
Nyx Assassin,Rocket Barrage,52.63
Ursa,Tree Grab,44.94
Centaur Warrunner,Culling Blade,50.2
Techies,Conjure Image,50.61
Hoodwink,Frost Arrows,48.58
Moonlight Shadow,Headshot,49.8
Ancient Apparition,Burning Spear,46.96
Pangolier,Omnislash,44.13
Pudge,Infest,54.25
Phoenix,Black Hole,48.99
Razor,Moon Glaives,55.47
Strafe,Corrosive Haze,48.18
Hoodwink,Flak Cannon,56.68
Void Spirit,Inner Fire,47.77
Clockwerk,Shukuchi,58.3
Naga Siren,Reality Rift,58.7
Windranger,Mortal Strike,51.82
Sand King,Pulverize,44.94
Morphling,Wrath of Nature,50.61
Witch Doctor,Shackles,54.25
Terrorblade,Nightmare,54.66
Ravage,Charge of Darkness,54.25
Dragon Slave,Thundergod's Wrath,46.56
Dispersion,Gravekeeper's Cloak,58.3
Disruptor,Powershot,47.77
Lunar Orbit,Finger of Death,49.8
Corrosive Weaponry,Split Shot,50.2
Ghost Shroud,Rot,43.32
Terrorblade,Rage,54.66
Vengeful Spirit,Doppelganger,53.04
Bloodseeker,Eye of the Storm,55.47
Sniper,Mana Break,60.73
Windranger,Doppelganger,51.82
Monkey King,Duel,57.49
Dark Willow,Fiend's Grip,56.1
Tree Grab,Reality Rift,50.41
Vengeful Spirit,Searing Arrows,47.15
Shackles,Chaotic Offering,57.72
Huskar,Avalanche,57.72
Clockwerk,Reaper's Scythe,48.37
Viper,Incapacitating Bite,53.66
Juggernaut,Chaos Strike,55.28
Rubick,Brain Sap,54.47
Assassinate,Thunder Strike,59.35
Fissure,Sacred Arrow,50.41
Razor,Poison Attack,57.72
Earth Spirit,Meat Hook,48.37
Hammer of Purity,Wall of Replica,52.44
Plasma Field,Lightning Bolt,46.34
Bash of the Deep,Penitence,48.37
Dark Willow,Bloodlust,53.66
Puck,Mana Break,35.77
Mars,Reactive Armor,56.91
Nyx Assassin,Brain Sap,47.15
Sand King,Electric Vortex,50.0
Elder Dragon Form,Conjure Image,45.53
Monkey King,Geminate Attack,45.12
Sniper,Wave of Terror,58.54
Tidebringer,Coup de Grace,45.53
Tusk,Anchor Smash,55.28
Vengeful Spirit,Inner Beast,47.15
Techies,Corrosive Haze,55.69
Jakiro,Astral Spirit,42.68
Luna,Coup de Grace,54.07
Lightning Bolt,Decrepify,50.41
Windranger,Geminate Attack,53.25
Slark,Wyrm's Wrath,51.63
Slardar,Exorcism,48.37
Disruptor,Ice Blast,52.44
Spirit Breaker,Trample,49.59
Onslaught,Black Hole,46.75
Rupture,Storm Hammer,51.22
Ancient Apparition,Poison Sting,52.44
Ogre Magi,Decay,53.66
Terrorblade,Blade Dance,56.5
Poison Sting,Poison Touch,53.66
Huskar,Crypt Swarm,43.9
Bodyguard,Presence of the Dark Lord,71.14
Wraith King,Dispersion,66.26
Windranger,Ghoul Frenzy,55.69
Nature's Prophet,Astral Spirit,50.81
Trample,Pulse Nova,57.72
Lunar Orbit,Tidebringer,50.81
Oracle,Firestorm,56.91
Rubick,Finger of Death,50.41
Kez,Ghoul Frenzy,50.81
Fiend's Grip,Windrun,63.82
Pugna,Crypt Swarm,49.39
Undying,Freezing Field,51.02
Earthshaker,Anchor Smash,55.92
Keeper of the Light,Arcane Orb,39.18
Blade Fury,Decrepify,49.39
Nature's Prophet,Spirit Lance,49.8
Ion Shell,Shukuchi,55.51
Luna,Time Lock,55.92
Techies,Shadow Walk,57.96
Queen of Pain,Assassinate,50.2
Legion Commander,Great Cleave,48.98
Enchantress,Psi Blades,46.94
Lina,Sticky Bomb,51.84
Gyrocopter,Penitence,55.51
Dazzle,Strafe,43.67
Vengeful Spirit,Leap,53.88
Dragon Knight,Primal Roar,55.1
Necrophos,Ball Lightning,44.9
Ogre Magi,Arena Of Blood,59.59
Death Ward,Sprout,53.47
Void Spirit,Wraithfire Blast,49.39
Jakiro,Grow,44.49
Ancient Apparition,Corrosive Weaponry,49.8
Dawnbreaker,Atrophy Aura,53.47
Bodyguard,Feral Impulse,55.92
Visage,Wraithfire Blast,51.43
Queen of Pain,Elder Dragon Form,51.43
Storm Surge,Kraken Shell,45.31
Axe,Storm Surge,52.65
Marci,Blade Fury,53.88
Undying,Gush,51.84
Rubick,Astral Imprisonment,53.88
Wraith King,Lunar Orbit,59.59
Rupture,Earth Spike,55.1
Brewmaster,Life Break,58.37
Arena Of Blood,Dispersion,57.14
Luna,Immaterial,62.04
Skywrath Mage,Noxious Plague,55.92
Frost Arrows,Fiery Soul,44.49
Shukuchi,Hoof Stomp,64.49
Batrider,Infernal Blade,55.51
Muerta,Arctic Burn,67.35
Leshrac,Upheaval,49.8
Visage,Shrapnel,48.16
Brewmaster,Anchor Smash,49.39
Troll Warlord,Doppelganger,48.98
Juggernaut,Strafe,46.94
Abaddon,Dispersion,53.47
Wheel of Wonder,Earth Spike,55.51
Huskar,Sacred Arrow,53.47
Lunar Orbit,Dispersion,62.86
Ember Spirit,Omnislash,53.06
Lifestealer,Empower,61.22
Avalanche,Maledict,57.96
Earth Spike,Lightning Bolt,59.02
Warlock,Midnight Pulse,52.46
Hoodwink,Unleash,59.84
Earth Spirit,Time Walk,48.77
Snapfire,Saltwater Shiv,51.64
Exorcism,Nature's Attendants,52.87
Shadow Demon,Bash of the Deep,56.97
Nature's Prophet,Multishot,38.11
Keeper of the Light,Shadow Wave,43.03
Invoker,Sun Strike (AD),43.44
Skywrath Mage,Shackles,54.1
Frost Arrows,Dark Ascension,47.13
Aftershock,Whirling Axes (Melee),56.15
Outworld Devourer,Storm Hammer,57.38
Ogre Magi,God's Strength,56.15
Sniper,Skeleton Walk,64.34
Leshrac,Windrun,66.39
Brewmaster,Shapeshift,50.0
Vengeance Aura,Wrath of Nature,54.51
Oracle,Shrapnel,53.28
Eye of the Storm,Kraken Shell,49.18
Crystal Maiden,Fury Swipes,39.34
Pugna,Sacred Arrow,55.33
Dazzle,Frost Arrows,48.77
Noxious Plague,Catchy Lick,62.7
Dazzle,Burning Spear,50.0
Outworld Devourer,Laguna Blade,50.0
Immaterial,Great Cleave,54.92
Leshrac,Frostbite,57.79
Huskar,Thundergod's Wrath,51.23
Invoker,Macropyre,51.23
Kunkka,Blade Dance,50.0
Earthshaker,Trample,51.23
Crypt Swarm,Cloak and Dagger,46.31
Ember Spirit,Bodyguard,52.87
Sniper,Focus Fire Facet,51.64
Medusa,Geminate Attack,55.33
Windrun,Lucent Beam,60.25
Kunkka,Presence of the Dark Lord,57.79
Terrorblade,Coup de Grace,58.61
Largo,Corrosive Skin,56.15
Luna,Mana Break,52.46
Silencer,Malefice,51.64
Jakiro,Insatiable Hunger,45.9
Clockwerk,Pulverize,52.87
Drow Ranger,Fervor,56.97
Troll Warlord,Frost Arrows,42.8
Hoodwink,Gunslinger,49.38
Assassinate,Nether Blast,49.38
Eye of the Storm,Quill Spray,51.44
Starstorm,Assassinate,55.56
Enchantress,Frost Arrows,48.97
Arena Of Blood,Berserker's Call,49.79
Earth Spike,Lucent Beam,53.91
Cloak and Dagger,Dragon Tail,57.61
Visage,Fiend's Grip,48.56
Dismember,Burrowstrike,46.09
Alchemist,Death Pact,43.62
Luna,Guardian Sprint,52.67
Frostbite,Life Drain,50.21
Burrowstrike,Avalanche,54.32
Void Spirit,Toss,54.73
Shadow Demon,Mana Break,52.67
Venomancer,Fiery Soul,43.21
Life Drain,Sticky Napalm,39.51
Dispersion,Scorched Earth,63.79
Laguna Blade,Laser,48.97
Visage,Meat Hook,46.5
Repel,Exorcism,52.67
Lone Druid,Flak Cannon,46.91
Zeus,Brain Sap,46.09
Centaur Warrunner,Chemical Rage,51.44
Faceless Void,Phantom Strike,50.21
Impetus,Penitence,41.15
Pugna,Ball Lightning,47.74
Treant Protector,Overpower,46.5
Muerta,Split Shot,43.62
